date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:11:02	15374/15374	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%223c0e-6326c76305640%22	https://www.ionos.com/favicon.ico?v2	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/favicon1b26.ico	(from https://www.ionos.com/)
20:11:02	182/182	---M--	200	added ('OK')	image/png	etag:%22b6-6326c76305640%22	https://www.ionos.com/favicon-16x16.png	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/favicon-16x16.png	(from https://www.ionos.com/)
20:11:02	205/205	---M--	200	added ('OK')	image/png	etag:%22cd-6326c76305640%22	https://www.ionos.com/favicon-24x24.png	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/favicon-24x24.png	(from https://www.ionos.com/)
20:11:03	233/233	---M--	200	added ('OK')	image/png	etag:%22e9-6326c76305640%22	https://www.ionos.com/favicon-32x32.png	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/favicon-32x32.png	(from https://www.ionos.com/)
20:11:03	274/274	---M--	200	added ('OK')	image/png	etag:%22112-6326c76305640%22	https://www.ionos.com/favicon-48x48.png	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/favicon-48x48.png	(from https://www.ionos.com/)
20:11:03	325/325	---M--	200	added ('OK')	image/png	etag:%22145-6326c76305640%22	https://www.ionos.com/favicon-64x64.png	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/favicon-64x64.png	(from https://www.ionos.com/)
20:11:03	345/345	---M--	200	added ('OK')	image/png	etag:%22159-6326c76305640%22	https://www.ionos.com/favicon-72x72.png	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/favicon-72x72.png	(from https://www.ionos.com/)
20:11:04	380/380	---M--	200	added ('OK')	image/png	etag:%2217c-6326c76305640%22	https://www.ionos.com/favicon-96x96.png	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/favicon-96x96.png	(from https://www.ionos.com/)
20:11:04	723/723	---M--	200	added ('OK')	image/png	etag:%222d3-6326c76305640%22	https://www.ionos.com/favicon-256x256.png	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/favicon-256x256.png	(from https://www.ionos.com/)
20:11:04	519/519	---M--	200	added ('OK')	image/svg+xml	etag:%22207-6326c76305640%22	https://www.ionos.com/favicon.svg	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/favicon.svg	(from https://www.ionos.com/)
20:11:04	842/842	---M--	200	added ('OK')	image/png	etag:%2234a-6326c76305640%22	https://www.ionos.com/apple-touch-icon-180x180.png	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/apple-touch-icon-180x180.png	(from https://www.ionos.com/)
20:11:04	408/408	---M--	200	added ('OK')	text/html	etag:%22198-6326c76305640%22	https://www.ionos.com/site.webmanifest	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/site.html	(from https://www.ionos.com/)
20:11:05	72285/72285	---M-Z	200	added ('OK')	text/css	etag:%2211a5d-6326c76211400-gzip%22	https://www.ionos.com/_next/static/css/index.1744277212492.css	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/css/index.1744277212492.css	(from https://www.ionos.com/)
20:11:05	112594/112594	---M-Z	200	added ('OK')	application/javascript	etag:%221b7d2-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/polyfills-42372ed130431b0a.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/polyfills-42372ed130431b0a.js	(from https://www.ionos.com/)
20:11:05	1655/1655	---M-Z	200	added ('OK')	application/javascript	etag:%22677-6326c76305640-gzip%22	https://www.ionos.com/js/sessions.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/js/sessions.js	(from https://www.ionos.com/)
20:11:05	1853/1853	---M-Z	200	added ('OK')	application/javascript	etag:%2273d-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/3841-1744276638899.dd6e3bf6990806f4.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/3841-1744276638899.dd6e3bf6990806f4.js	(from https://www.ionos.com/)
20:11:06	7419/7419	---M-Z	200	added ('OK')	application/javascript	etag:%221cfb-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/9315-1744276638899.186b7b8b711cbb61.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/9315-1744276638899.186b7b8b711cbb61.js	(from https://www.ionos.com/)
20:11:06	11409/11409	---M-Z	200	added ('OK')	application/javascript	etag:%222c91-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/7777-1744276638899.d08dcacc189a33fc.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/7777-1744276638899.d08dcacc189a33fc.js	(from https://www.ionos.com/)
20:11:06	13730/13730	---M-Z	200	added ('OK')	application/javascript	etag:%2235a2-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/244-1744276638899.9c84fd4246ec41e5.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/244-1744276638899.9c84fd4246ec41e5.js	(from https://www.ionos.com/)
20:11:06	99284/99284	---M-Z	200	added ('OK')	application/javascript	etag:%22183d4-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/2150-1744276638899.0e1ab7b5b739f56e.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/2150-1744276638899.0e1ab7b5b739f56e.js	(from https://www.ionos.com/)
20:11:07	11435/11435	---M-Z	200	added ('OK')	application/javascript	etag:%222cab-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/6453-1744276638899.4f3ba29a1d70d699.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/6453-1744276638899.4f3ba29a1d70d699.js	(from https://www.ionos.com/)
20:11:07	4294/4294	---M-Z	200	added ('OK')	application/javascript	etag:%2210c6-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/6233-1744276638899.9da7358c85a91027.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/6233-1744276638899.9da7358c85a91027.js	(from https://www.ionos.com/)
20:11:07	3386/3386	---M-Z	200	added ('OK')	application/javascript	etag:%22d3a-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/945-1744276638899.64b0a7381e3771ee.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/945-1744276638899.64b0a7381e3771ee.js	(from https://www.ionos.com/)
20:11:07	9993/9993	---M-Z	200	added ('OK')	application/javascript	etag:%222709-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/5986-1744276638899.f21d7a2825caeb77.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/5986-1744276638899.f21d7a2825caeb77.js	(from https://www.ionos.com/)
20:11:07	4982/4982	---M-Z	200	added ('OK')	application/javascript	etag:%221376-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/4465-1744276638899.33cf654b0940cd1d.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/4465-1744276638899.33cf654b0940cd1d.js	(from https://www.ionos.com/)
20:11:08	6897/6897	---M-Z	200	added ('OK')	application/javascript	etag:%221af1-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/webpack-1744276638899-2c6943a72e46bb4d.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/webpack-1744276638899-2c6943a72e46bb4d.js	(from https://www.ionos.com/)
20:11:08	209069/209069	---MCZ	200	added ('OK')	application/javascript	etag:%22330ad-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/framework-1744276638899-a4b68cd90e5f1c0d.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/framework-1744276638899-a4b68cd90e5f1c0d.js	(from https://www.ionos.com/)
20:11:08	116894/116894	---M-Z	200	added ('OK')	application/javascript	etag:%221c89e-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/main-1744276638899-1571289d19f37212.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/main-1744276638899-1571289d19f37212.js	(from https://www.ionos.com/)
20:11:08	114567/114567	---M-Z	200	added ('OK')	application/javascript	etag:%221bf87-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/pages/_app-1744276638899-8bed047b0e350d82.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/pages/_app-1744276638899-8bed047b0e350d82.js	(from https://www.ionos.com/)
20:11:09	60780/60780	---M-Z	200	added ('OK')	application/javascript	etag:%22ed6c-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/2909-1744276638899-4bff9c9fa93b89dd.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/2909-1744276638899-4bff9c9fa93b89dd.js	(from https://www.ionos.com/)
20:11:09	239663/239663	---MCZ	200	added ('OK')	application/javascript	etag:%223a82f-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/8297-1744276638899-25e6cb22f233e375.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/8297-1744276638899-25e6cb22f233e375.js	(from https://www.ionos.com/)
20:11:09	312935/312935	---MCZ	200	added ('OK')	application/javascript	etag:%224c667-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/4115-1744276638899-bd45969602655237.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/4115-1744276638899-bd45969602655237.js	(from https://www.ionos.com/)
20:11:09	398/398	---M-Z	200	added ('OK')	application/javascript	etag:%2218e-6326c76211400-gzip%22	https://www.ionos.com/_next/static/chunks/pages/%5B%5B...slug%5D%5D-1744276638899-78db7ca48aea99fc.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/chunks/pages/[[...slug]]-1744276638899-78db7ca48aea99fc.js	(from https://www.ionos.com/)
20:11:10	1004/1004	---M-Z	200	added ('OK')	application/javascript	etag:%223ec-6326c76211400-gzip%22	https://www.ionos.com/_next/static/EFwAS17dGfc4G-K3l519X/_buildManifest.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/EFwAS17dGfc4G-K3l519X/_buildManifest.js	(from https://www.ionos.com/)
20:11:10	111/111	---M-Z	200	added ('OK')	application/javascript	etag:%226f-6326c76211400-gzip%22	https://www.ionos.com/_next/static/EFwAS17dGfc4G-K3l519X/_ssgManifest.js	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/EFwAS17dGfc4G-K3l519X/_ssgManifest.js	(from https://www.ionos.com/)
20:11:10	2043/2043	---M--	200	added ('OK')	image/svg+xml	etag:%227fb-6326c76211400%22	https://www.ionos.com/_next/static/media/ionos.b2910554.svg	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/media/ionos.b2910554.svg	(from https://www.ionos.com/)
20:11:10	1238/1238	---M--	200	added ('OK')	image/svg+xml	etag:%224d6-6326c76211400%22	https://www.ionos.com/_next/static/media/ic-s24-regular-globe.477b899d.svg	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/media/ic-s24-regular-globe.477b899d.svg	(from https://www.ionos.com/)
20:11:10	575/575	---M--	200	added ('OK')	image/svg+xml	etag:%2223f-6326c76211400%22	https://www.ionos.com/_next/static/media/ic-s24-regular-login-white.d209f02b.svg	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/media/ic-s24-regular-login-white.d209f02b.svg	(from https://www.ionos.com/)
20:11:11	648359/648359	---MCZ	200	added ('OK')	text/html	etag:%229e4a7-6326c76305640;6326c9993903c	https://www.ionos.com/domains/domain-names	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/domains/domain-names.html	(from https://www.ionos.com/)
20:11:11	580/580	---M--	200	added ('OK')	image/svg+xml	etag:%22244-6326c76211400%22	https://www.ionos.com/_next/static/media/subnav.430eb982.svg	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/media/subnav.430eb982.svg	(from https://www.ionos.com/)
20:11:11	547314/547314	---M-Z	200	added ('OK')	text/html	etag:%22859f2-6326c76305640;6326c9993903c	https://www.ionos.com/domains/us-domain	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/domains/us-domain.html	(from https://www.ionos.com/)
20:11:11	559820/559820	---MCZ	200	added ('OK')	text/html	etag:%2288acc-6326c76305640;6326c92eac7e8	https://www.ionos.com/domains/com-domain	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/domains/com-domain.html	(from https://www.ionos.com/)
20:11:12	495121/495121	---M-Z	200	added ('OK')	text/html	etag:%2278e11-6326c76305640;6326c92eac7e8	https://www.ionos.com/domains/org-domain	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/domains/org-domain.html	(from https://www.ionos.com/)
20:11:12	452709/452709	---M-Z	200	added ('OK')	text/html	etag:%226e865-6326c76305640;6326ccc359229	https://www.ionos.com/ai-domain-name-generator	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/ai-domain-name-generator.html	(from https://www.ionos.com/)
20:11:12	500512/500512	---M-Z	200	added ('OK')	text/html	etag:%227a320-6326c76305640;6326c92eac7e8	https://www.ionos.com/domains/new-top-level-domains	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/domains/new-top-level-domains.html	(from https://www.ionos.com/)
20:11:12	504879/504879	---M-Z	200	added ('OK')	text/html	etag:%227b42f-6326c76305640;6326c92eac7e8	https://www.ionos.com/domains/bulk-domain-search	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/domains/bulk-domain-search.html	(from https://www.ionos.com/)
20:11:13	605467/605467	---MCZ	200	added ('OK')	text/html	etag:%2293d1b-6326c76305640;6326c92f15f8b	https://www.ionos.com/security/ssl-certificate	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/security/ssl-certificate.html	(from https://www.ionos.com/)
20:11:13	538517/538517	---M-Z	200	added ('OK')	text/html	etag:%2283795-6326c76305640;6326c92eac7e8	https://www.ionos.com/domains/domain-guard	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/domains/domain-guard.html	(from https://www.ionos.com/)
20:11:13	531638/531638	---M-Z	200	added ('OK')	text/html	etag:%2281cb6-6326c76305640;6326c92eac7e8	https://www.ionos.com/domains/domain-transfer	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/domains/domain-transfer.html	(from https://www.ionos.com/)
20:11:13	499991/499991	---M-Z	200	added ('OK')	text/html	etag:%227a117-6326c76305640;6326ca03dae8b	https://www.ionos.com/tools/ssl-checker	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/tools/ssl-checker.html	(from https://www.ionos.com/)
20:11:13	515418/515418	---M-Z	200	added ('OK')	text/html	etag:%227dd5a-6326c76305640;6326c999a376d	https://www.ionos.com/tools/ip-address	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/tools/ip-address.html	(from https://www.ionos.com/)
20:11:14	533058/533058	---M-Z	200	added ('OK')	text/html	etag:%2282242-6326c76305640;6326c999a376d	https://www.ionos.com/tools/whois-domain-lookup	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/tools/whois-domain-lookup.html	(from https://www.ionos.com/)
20:11:14	1072526/1072526	---MCZ	200	added ('OK')	text/html	etag:%22105d8e-6326c76305640-gzip%22	https://www.ionos.com/websites/website-builder	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/websites/website-builder.html	(from https://www.ionos.com/)
20:11:14	674449/674449	---MCZ	200	added ('OK')	text/html	etag:%22a4a91-6326c76305640-gzip%22	https://www.ionos.com/websites/custom-made-website	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/websites/custom-made-website.html	(from https://www.ionos.com/)
20:11:14	675810/675810	---MCZ	200	added ('OK')	text/html	etag:%22a4fe2-6326c76305640;6326c99989189	https://www.ionos.com/marketing/rankingcoach	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/marketing/rankingcoach.html	(from https://www.ionos.com/)
20:11:15	629874/629874	---MCZ	200	added ('OK')	text/html	etag:%2299c72-6326c76305640;6326c99989189	https://www.ionos.com/marketing/email-marketing	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/marketing/email-marketing.html	(from https://www.ionos.com/)
20:11:15	543689/543689	---M-Z	200	added ('OK')	text/html	etag:%2284bc9-6326c76305640;6326c99989189	https://www.ionos.com/marketing/google-ads-management	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/marketing/google-ads-management.html	(from https://www.ionos.com/)
20:11:15	709275/709275	---MCZ	200	added ('OK')	text/html	etag:%22ad29b-6326c76305640;6326c999b316f	https://www.ionos.com/websites/launch-your-website	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/websites/launch-your-website.html	(from https://www.ionos.com/)
20:11:15	486384/486384	---M-Z	200	added ('OK')	text/html	etag:%2276bf0-6326c76305640;6326ccc359229	https://www.ionos.com/ai-tools	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/ai-tools.html	(from https://www.ionos.com/)
20:11:16	518261/518261	---M-Z	200	added ('OK')	text/html	etag:%227e875-6326c76305640;6326c999b316f	https://www.ionos.com/websites/templates	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/websites/templates.html	(from https://www.ionos.com/)
20:11:16	818106/818106	---MCZ	200	added ('OK')	text/html	etag:%22c7bba-6326c76305640;6326c999a376d	https://www.ionos.com/tools/website-checker	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/tools/website-checker.html	(from https://www.ionos.com/)
20:11:16	540673/540673	---M-Z	200	added ('OK')	text/html	etag:%2284001-6326c76305640;6326c9993903c	https://www.ionos.com/domains/domain-check	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/domains/domain-check.html	(from https://www.ionos.com/)
20:11:16	1528280/1528280	---MCZ	200	added ('OK')	text/html	etag:%221751d8-6326c76305640;6326c99942c7e	https://www.ionos.com/ecommerce-solutions/ecommerce-website-builder	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/ecommerce-solutions/ecommerce-website-builder.html	(from https://www.ionos.com/)
20:11:17	603757/603757	---MCZ	200	added ('OK')	text/html	etag:%229366d-6326c76305640;6326c99942c7e	https://www.ionos.com/ecommerce-solutions/ecommerce-website-design	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/ecommerce-solutions/ecommerce-website-design.html	(from https://www.ionos.com/)
20:11:17	791250/791250	---MCZ	200	added ('OK')	text/html	etag:%22c12d2-6326c76305640;6326c92eb44ea	https://www.ionos.com/ecommerce-solutions/ecommerce-plugin	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/ecommerce-solutions/ecommerce-plugin.html	(from https://www.ionos.com/)
20:11:17	567623/567623	---MCZ	200	added ('OK')	text/html	etag:%228a947-6326c76305640;6326c99942c7e	https://www.ionos.com/ecommerce-solutions/social-buy-button	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/ecommerce-solutions/social-buy-button.html	(from https://www.ionos.com/)
20:11:17	569764/569764	---MCZ	200	added ('OK')	text/html	etag:%228b1a4-6326c76305640;6326c92eb44ea	https://www.ionos.com/ecommerce-solutions/woocommerce-hosting	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/ecommerce-solutions/woocommerce-hosting.html	(from https://www.ionos.com/)
20:11:17	767675/767675	---MCZ	200	added ('OK')	text/html	etag:%22bb6bb-6326c76305640;6326c92eb44ea	https://www.ionos.com/ecommerce-solutions/magento-hosting	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/ecommerce-solutions/magento-hosting.html	(from https://www.ionos.com/)
20:11:18	584512/584512	---MCZ	200	added ('OK')	text/html	etag:%228eb40-6326c76305640;6326c92eb44ea	https://www.ionos.com/ecommerce-solutions/prestashop-hosting	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/ecommerce-solutions/prestashop-hosting.html	(from https://www.ionos.com/)
20:11:18	693458/693458	---MCZ	200	added ('OK')	text/html	etag:%22a94d2-6326c76305640;6326c92eb44ea	https://www.ionos.com/ecommerce-solutions/ecommerce-platforms	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/ecommerce-solutions/ecommerce-platforms.html	(from https://www.ionos.com/)
20:11:18	493689/493689	---M-Z	200	added ('OK')	text/html	etag:%2278879-6326c76305640;6326c92f35396	https://www.ionos.com/tools/favicon-generator	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/tools/favicon-generator.html	(from https://www.ionos.com/)
20:11:18	491436/491436	---M-Z	200	added ('OK')	text/html	etag:%2277fac-6326c76305640-gzip%22	https://www.ionos.com/tools/logo-maker	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/tools/logo-maker.html	(from https://www.ionos.com/)
20:11:19	584242/584242	---MCZ	200	added ('OK')	text/html	etag:%228ea32-6326c76305640;6326c92f35396	https://www.ionos.com/tools/seo-check	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/tools/seo-check.html	(from https://www.ionos.com/)
20:11:19	434/434	---M--	200	added ('OK')	image/svg+xml	etag:%221b2-6326c76211400%22	https://www.ionos.com/_next/static/media/ic-s24-regular-link-external.a7f07507.svg	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/_next/static/media/ic-s24-regular-link-external.a7f07507.svg	(from https://www.ionos.com/)
20:11:19	1244191/1244191	---MCZ	200	added ('OK')	text/html	etag:%2212fc1f-6326c76305640;6326c92ee90bc	https://www.ionos.com/hosting/web-hosting	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/hosting/web-hosting.html	(from https://www.ionos.com/)
20:11:19	745793/745793	---MCZ	200	added ('OK')	text/html	etag:%22b6141-6326c76305640;6326c92ee90bc	https://www.ionos.com/hosting/windows-hosting	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/hosting/windows-hosting.html	(from https://www.ionos.com/)
20:11:20	608369/608369	---MCZ	200	added ('OK')	text/html	etag:%2294871-6326c76305640;6326c92ee90bc	https://www.ionos.com/hosting/deploy-now	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/hosting/deploy-now.html	(from https://www.ionos.com/)
20:11:20	878724/878724	---MCZ	200	added ('OK')	text/html	etag:%22d6884-6326c76305640;6326c92f28871	https://www.ionos.com/servers/vps	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/servers/vps.html	(from https://www.ionos.com/)
20:11:20	147188/147188	---M-Z	200	added ('OK')	text/html	date:Thu,%2010%20Apr%202025%2008:29:00%20GMT	https://www.ionos.com/digitalguide/tags/e-commerce/	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/digitalguide/tags/e-commerce/index.html	(from https://www.ionos.com/)
20:11:21	495206/495206	---M-Z	200	added ('OK')	text/html	etag:%2278e66-6326c76305640;6326ca03a1498	https://www.ionos.com/hosting/jamstack	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/hosting/jamstack.html	(from https://www.ionos.com/)
20:11:21	764229/764229	---MCZ	200	added ('OK')	text/html	etag:%22ba945-6326c76305640;6326c92ee90bc	https://www.ionos.com/hosting/joomla-hosting	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/hosting/joomla-hosting.html	(from https://www.ionos.com/)
20:11:21	518722/518722	---M-Z	200	added ('OK')	text/html	etag:%227ea42-6326c76305640;6326ca03a1498	https://www.ionos.com/hosting/web-hosting-solutions	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/hosting/web-hosting-solutions.html	(from https://www.ionos.com/)
20:11:21	782849/782849	---MCZ	200	added ('OK')	text/html	etag:%22bf201-6326c76305640;6326c9997d607	https://www.ionos.com/hosting/php-extended-support	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/hosting/php-extended-support.html	(from https://www.ionos.com/)
20:11:22	1068538/1068538	---MCZ	200	added ('OK')	text/html	etag:%22104dfa-6326c76305640;6326ca03a1498	https://www.ionos.com/hosting/wordpress-hosting	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/hosting/wordpress-hosting.html	(from https://www.ionos.com/)
20:11:22	810973/810973	---MCZ	200	added ('OK')	text/html	etag:%22c5fdd-6326c76305640;6326c92ee90bc	https://www.ionos.com/hosting/managed-wordpress	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/hosting/managed-wordpress.html	(from https://www.ionos.com/)
20:11:22	932883/932883	---MCZ	200	added ('OK')	text/html	etag:%22e3c13-6326c76305640;6326ca03c08a2	https://www.ionos.com/office-solutions/create-an-email-address	C:/Users/Lenovo/Downloads/homework/ionos/www.ionos.com/office-solutions/create-an-email-address.html	(from https://www.ionos.com/)
